class_id,module,activity,title,programmes,n_programmes,year_level,size_estimate,size_basis,current_day,current_start,current_end,duration_min,current_room,current_room_type,current_room_capacity,n_current_rooms,is_multi_room,weeks,n_weeks,is_teaching,is_block_teaching,recommend_offsite,linked_group,group_order,n_candidate_rooms,candidate_rooms,n_cannot_share_time,cannot_share_time_modules,cannot_share_day_modules
21,ENE323,LEC,ENE323/S2/LEC<5>*,BEng Hons Architect Engin PT (8326) Y4; BSc Hons Arch Techand Mgt FT (8230) Y2; BSc Hons Archit Tech and Mgt PT (8358) Y3; BEng Hons Archi Engineering FT (8224) Y2; MEng Hons Archi Engineering PT (8605) Y4; MEng Hons Archi Engineering FT (7363) Y2,6,3,56,room_capacity_proxy,Mon,09:15,13:15,240,BD-03-002 (56),general,56,4,1,"1,2,3,4,5,6,7,8",8,1,0,0,,,21,BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-03-002 (56),8,ARC326; BEN316; BEN703; ENE323; ENE325; ENE327; ENE811; FIR804,ARC326; BEN316; ENE325; ENE327
22,ENE323,LEC,ENE323/S2/LEC 2 <8-11>*,BEng Hons Architect Engin PT (8326) Y4; BSc Hons Arch Techand Mgt FT (8230) Y2; BSc Hons Archit Tech and Mgt PT (8358) Y3; BEng Hons Archi Engineering FT (8224) Y2; MEng Hons Archi Engineering PT (8605) Y4; MEng Hons Archi Engineering FT (7363) Y2,6,3,60,room_capacity_proxy,Mon,15:15,17:15,120,BC-03-206 (60),general,60,1,0,"8,9,12,13",4,1,0,0,,,17,BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-02-033 (68),8,ARC326; BEN316; BEN703; ENE323; ENE325; ENE327; ENE811; FIR804,ARC326; BEN316; ENE325; ENE327
23,ART502,LEC,ART502/S2/Lec*,BA Hons Fine Art PT (6804) Y6; BA Hons Fine Art PT (6804) Y5; BA Hons Fine Art FT (6803) Y3,3,5,66,room_capacity_proxy,Tue,09:15,18:15,540,BC-03-102 (66),general,66,4,1,"1,2,3,4,5,6,7,9,12,14",10,1,1,0,,,12,BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123A (70); BC-03-125 (72); BC-03-206A (70); BC-08-104 / 104A (150); BD-01-006 (100); BD-01-014 (160); BD-02-033 (68),1,ART501,ART501
24,SLT702,LEC,SLT702/S2/Lec,PG Dip Advancing Practice PT (8641) Y1; PG Cert Advancing Practice PT (8642) Y1,2,7,35,room_capacity_proxy,Mon,09:15,16:15,420,BA-00-008 (35),general,35,1,0,6,1,0,1,0,,,36,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-104A (36); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),3,PTH704; SLT701; SLT702,SLT701
25,SLT702,LEC,SLT702/S2/Lec,PG Dip Advancing Practice PT (8641) Y1; PG Cert Advancing Practice PT (8642) Y1,2,7,35,room_capacity_proxy,Tue,09:15,16:15,420,BA-00-008 (35),general,35,1,0,6,1,0,1,0,,,36,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-104A (36); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),3,PTH704; SLT701; SLT702,SLT701
26,BMG746,LEC,BMG746/S2/LEC/SEM Group A,MSc Business Improvement PT (8486) Y1; MSc Business Improvment HSC PT (8487) Y1,2,7,29,known_headcount,Thu,09:15,17:15,480,BA-00-008 (35),general,35,2,1,6,1,0,1,0,,,37,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-104A (36); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),1,BMG746,
27,ENE706,LEC,ENE706/S2/LEC<7-12>*,MSc EnergStor Appl Research FT (8113) Y1; MSc Energy Storage PT (8459) Y1; MSc Energy Storage FT (8301) Y1; MEng Hons Archi Engineering FT (7363) Y5; MEng Hons Archi Engineering PT (8605) Y7,5,7,60,room_capacity_proxy,Mon,09:15,12:15,180,BD-00-011A (60),general,60,2,1,"1,2,3,4,5,6,7,8,9,12,13,14",12,1,0,0,,,17,BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-02-033 (68),8,BEN703; ENE700; ENE703; ENE705; ENE711; ENE806; ENE811; FIR804,ENE700; ENE703; ENE705; ENE711
28,ENE806,LEC,"ENE806/S2/LEC <7,8,10-12>*",MSc EnergStor Appl Research FT (8113) Y1; MSc Energy Storage PT (8459) Y1; MSc Energy Storage FT (8301) Y1; PG Dip Renew EneandEne Mgt DL PT (8470) Y1; PG Cert EnMaandGTec SKILLS DL PT (8580) Y1,5,8,35,room_capacity_proxy,Mon,13:15,16:15,180,BA-00-008 (35),general,35,2,1,"1,2,4,5,7,8,12,13,14",9,1,0,0,,,36,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-104A (36); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),5,BEN703; ENE706; ENE806; ENE811; FIR804,
29,FIN508,SEM,FIN508/S2/SEM/GRP 3 FIM ONLY,BSc Hons Fin and Inv Mngt FT (8234) Y4,1,5,35,room_capacity_proxy,Tue,09:15,13:15,240,BA-00-008 (35),general,35,1,0,"7,12",2,1,0,0,,,36,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-104A (36); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),4,FIN306; FIN505; FIN507; FIN508,FIN505
30,BEN703,LEC,"BEN703/S2/LEC<7-9,10-12>*",MSc Construction Management PT (8457) Y1; MSc Construction Management FT (8300) Y1,2,7,35,room_capacity_proxy,Tue,13:15,16:15,180,BA-00-008 (35),general,35,4,1,"1,2,3,4,5,6,7,9,12,13,14",11,1,0,0,,,36,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-104A (36); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),7,BEN700; BEN702; ENE323; ENE706; ENE806; ENE811; FIR806,BEN700; BEN702
31,,BK,260311/BK/G Murphy,,0,?,58,room_capacity_proxy,Wed,10:15,12:15,120,BD-02-009 (58) (Metropole),general,58,2,1,7,1,0,0,0,,,19,BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68),0,,
32,HEP818,LEC,HEP818/S3/Lec,,0,8,60,room_capacity_proxy,Mon,09:15,11:15,120,BD-00-011 (60),general,60,1,0,9,1,0,0,0,,,17,BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-02-033 (68),1,HEP818,
33,HEP818,LEC,HEP818/S3/Lec,,0,8,35,room_capacity_proxy,Mon,12:15,14:15,120,BA-00-008 (35),general,35,1,0,9,1,0,0,0,,,36,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-104A (36); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),1,HEP818,
34,,BK,260323/BK/P Sampson,,0,?,35,room_capacity_proxy,Mon,16:15,20:15,240,BA-00-008 (35),general,35,1,0,9,1,0,0,0,,,36,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-104A (36); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
35,EEE209,EXM,EEE209/S2/Class Test,BEng Hons Mechatron Eng HLA PT (8870) Y5; BEng Hons Mechatronic Eng PT (8328) Y5; BEng Hons Mechatronic Eng PT (8328) Y1; BEng Hons Mechatron Eng HLA PT (8870) Y4; BEng Hons Mechatron Eng HLA PT (8870) Y3; BEng Hons Mechatronic Eng PT (8328) Y2; MEng Mechatr Eng+Ger Mas DegFT (8265) Y1; MEng Electr Eng+Ger Mas Deg FT (8264) Y1; MEng Hons Biomed Engineer FT (8263) Y1; MEng Mechatronic Engin FT (8266) Y1; BEng Hons Mechatronic Eng FT (8267) Y1; MEng Electronic Engin FT (8271) Y1; BEng Hons Electronic Eng FT (8272) Y1; BEng Hons Biom Eng. FT (8799) Y1; BEng Hons Mechatron Eng HLA PT (8870) Y2; BEng Hons Mechatron Eng HLA PT (8870) Y1; BEng Hons Mechatronic Eng PT (8328) Y3; BEng Hons Mechatronic Eng PT (8328) Y6; BEng Hons Mechatronic Eng PT (8328) Y4,19,2,50,room_capacity_proxy,Wed,09:15,11:15,120,BA-00-021 (50),general,50,3,1,12,1,0,0,0,,,26,BA-00-021 (50); BA-00-035 (50); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-03-002 (56); BD-03-006 (54),2,EEE207; EEE209,EEE207
36,OTH803,OTH,OTH803/S2/Presentations,PG Dip Advancing Practice PT (8641) Y1; PG Dip Nursing PT (8703) Y1; PG Cert Ed for Hlthcare Pro PT (8631) Y1; PG Cert Advancing Practice PT (8642) Y1; PG Dip Nursing PT (8703) Y2; PG Cert Nursing PT (8632) Y2; PG Cert Nursing PT (8632) Y1; MSc Nursing FT (8364) Y1; MSc Nursing PT (8474) Y2; MSc Nursing PT (8474) Y1,10,8,36,room_capacity_proxy,Thu,09:15,16:15,420,BA-03-019 (36),general,36,2,1,13,1,0,1,0,,,35,BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-104A (36); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),10,AHP804; NUR836; NUR857; NUR870; OTH803; OTH804; RAD809; RAD810; RAD814; RAD815,NUR878; RAD810
37,LAW313,OTH,LAW313/S2/Moot Asssessment,LLB Hons Law HLA PT (8858) Y3; LLB Hons Law PT (8310) Y4; LLB Hons Law PT (8310) Y3; LLB Hons Law FT (8216) Y2; LLB Hons Law w Criminology PT (8395) Y2; LLB Hons Law w Criminology PT (8395) Y1; LLB Hons Law wPolitandIntStds FT (8404) Y2; LLB Hons Law w Criminology FT (8278) Y2; LLB Hons Law Grad Entry FT (8784) Y2; BSc Hons Accting and Law FT (8240) Y2; LLB Hons Law Grad Entry PT (8785) Y5; LLB Hons Law Grad Entry PT (8785) Y4; LLB Hons Law Grad Entry PT (8785) Y2; LLB Hons Law Grad Entry PT (8785) Y3; LLB Hons Law w PolandIntStds PT (8522) Y4; LLB Hons Law w PolandIntStds PT (8522) Y3; LLB Hons Law w PolandIntStds PT (8522) Y2; LLB Hons Law w PolandIntStds PT (8522) Y1; Incoming Exchange Stds AHSS FT (7790) Y1,19,3,36,room_capacity_proxy,Tue,16:15,20:15,240,BD-01-023 (36),general,36,3,1,14,1,0,0,0,,,35,BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-104A (36); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),35,AAD331; AAD333; ART306; ART309; CMM315; CMM318; CMM349; CMM354; CMM374; CMM375; CMM386; DES318; DES333; DES336; DES348; DES349; LAW311; LAW313; LAW322; LAW334; LAW543; LAW560; PHT307; PHT308; POL320; PUP310; PUP357; SOC308; SOC324; TDF303; TDF304; UXD303; UXD304; VIC315; VIC316,AAD331; AAD333; ART306; ART309; CMM315; CMM318; CMM322; CMM349; CMM354; CMM374; CMM375; CMM386; DES318; DES333; DES336; DES348; DES349; LAW311; LAW322; LAW334; PHT307; PHT308; POL320; POL331; PUP310; PUP357; SOC308; SOC324; TDF303; TDF304; UXD303; UXD304; VIC315; VIC316
38,,BK,260506/BK/Seanín Little 769,,0,?,35,room_capacity_proxy,Wed,10:15,14:15,240,BA-00-008 (35),general,35,1,0,"15,16",2,0,0,0,,,36,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-104A (36); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
39,NUR857,LEC,NUR857/S3/Lec,PG Dip Nursing PT (8703) Y1; MSc Health and Wellbeing FT (7544) Y1; PG Dip Hlth Prom and Pub Hlth PT (8480) Y2; MSc Hlth Prom and Pub Hlth FT (8363) Y1; PG Dip Hlth Prom and Pub Hlth FT (8365) Y1; PG Dip Specialist Nursing PT (8482) Y2; PG Dip Nursing PT (8703) Y2; PG Dip Health and Wellbeing FT (7543) Y1; PG Cert Nursing PT (8632) Y2; PG Cert Nursing PT (8632) Y1; MSc Nursing FT (8364) Y1; MSc Nursing PT (8474) Y2; MSc Nursing PT (8474) Y1; MSc Adv Nursing Practice PT (8471) Y1,14,8,35,room_capacity_proxy,Thu,09:15,13:15,240,BA-00-008 (35),general,35,1,0,"15,16",2,1,0,0,,,36,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-104A (36); BC-03-115. (90); BC-03-115A (90); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),4,NUR836; NUR870; NUR878; OTH803,
40,AAD333,WOR,AAD333/S2/Workshop,BA Hons Illustration FT (8136) Y2; Incoming Exchange Stds AHSS FT (7790) Y1,2,3,0,room_capacity_proxy,Mon,09:15,16:15,420,BA-00-016_Illustration Space,specialist,0,1,0,"1,2,3,4,5,6,7,8,9,12,13,14",12,1,1,0,,,69,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-02-037 (12); BA-02-038 (12); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BA-04-025_AHSS(15); BB-05-006(21); BB-05-011A(5); BB-06-004(20); BC-00-306 (50); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-112 (12); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-121 (14); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BC-LG-208 (12); BC-LG-209 (12); BC-LG-305 (16); BD-00-003 (18); BD-00-003A (18); BD-00-011 (60); BD-00-011A (60); BD-01-001(8); BD-01-002 (8); BD-01-003 (10); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-032 (12); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-005 (8); BD-03-006 (54); BD-03-007 (8); BD-03-008 (8); BD-03-009 (8),28,AAD130; AAD132; AAD331; ART306; ART309; CMM315; CMM318; CMM322; CMM349; CMM354; CMM374; CMM386; DES318; DES333; DES348; DES349; LAW311; LAW313; LAW334; PHT307; PHT308; POL320; POL331; SOC308; TDF304; UXD303; UXD304; VIC315,AAD331; ART306; ART309; CMM315; CMM318; CMM322; CMM349; CMM354; CMM374; CMM375; CMM386; DES318; DES333; DES336; DES348; DES349; LAW311; LAW313; LAW334; PHT307; PHT308; POL320; POL331; SOC308; SOC324; TDF303; TDF304; UXD303; UXD304; VIC315; VIC316
41,AAD331,OTH,AAD331/S2/Studio*,BA Hons Illustration FT (8136) Y2; Incoming Exchange Stds AHSS FT (7790) Y1,2,3,0,room_capacity_proxy,Tue,09:15,12:15,180,BA-00-016_Illustration Space,specialist,0,1,0,"1,2,3,4,5,6,7,9,12,13,14",11,1,0,0,,,69,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-02-037 (12); BA-02-038 (12); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BA-04-025_AHSS(15); BB-05-006(21); BB-05-011A(5); BB-06-004(20); BC-00-306 (50); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-112 (12); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-121 (14); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BC-LG-208 (12); BC-LG-209 (12); BC-LG-305 (16); BD-00-003 (18); BD-00-003A (18); BD-00-011 (60); BD-00-011A (60); BD-01-001(8); BD-01-002 (8); BD-01-003 (10); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-032 (12); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-005 (8); BD-03-006 (54); BD-03-007 (8); BD-03-008 (8); BD-03-009 (8),31,AAD130; AAD132; AAD333; ART306; ART309; CMM315; CMM318; CMM322; CMM349; CMM354; CMM374; CMM375; DES318; DES333; DES336; DES348; DES349; LAW311; LAW313; LAW334; PHT307; POL320; POL331; SOC308; SOC324; TDF303; TDF304; UXD303; UXD304; VIC315; VIC316,AAD333; ART306; ART309; CMM315; CMM318; CMM322; CMM349; CMM354; CMM374; CMM375; CMM386; DES318; DES333; DES336; DES348; DES349; LAW311; LAW313; LAW334; PHT307; PHT308; POL320; POL331; SOC308; SOC324; TDF303; TDF304; UXD303; UXD304; VIC315; VIC316
