class_id,module,activity,title,programmes,n_programmes,year_level,size_estimate,size_basis,current_day,current_start,current_end,duration_min,current_room,current_room_type,current_room_capacity,n_current_rooms,is_multi_room,weeks,n_weeks,is_teaching,is_block_teaching,recommend_offsite,linked_group,group_order,n_candidate_rooms,candidate_rooms,n_cannot_share_time,cannot_share_time_modules,cannot_share_day_modules
257,COM133,TUT,COM133/S2/TUT*,BSc Hons Interactive Comput FT (8258) Y1; Incoming Exch Stds CEBE FT (6253) Y1,2,1,20,room_capacity_proxy,Tue,11:15,12:15,60,BA-03-021 (20),general,20,2,1,"1,2,3,4,5,6,7,9,12,13,14",11,1,0,0,COM133@Tue,2,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),19,ARC119; ARC120; BEN131; BEN133; BEN134; BEN136; BEN137; BEN138; BEN141; BME104; COM102; COM109; COM117; COM133; COM155; COM163; COM188; DES135; MEC120,ARC119; ARC120; BEN131; BEN133; BEN134; BEN136; BEN137; BEN138; BEN141; BME104; COM102; COM109; COM117; COM155; COM163; COM188; DES135; MEC120
258,,OTH,z NSS Action Plan,,0,?,20,room_capacity_proxy,Tue,14:15,16:15,120,BA-03-023 (20),general,20,5,1,1,1,0,0,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
259,CUS802,LEC,CUS802/S2/LEC,MA Cult Heritageand Museum St PT (4107) Y1; MA Cult Heritageand Museum St FT (3392) Y1; PG Dip Cult HeritandMuseum St FT (3384) Y1,3,8,20,room_capacity_proxy,Thu,10:15,13:15,180,BA-03-021 (20),general,20,3,1,"1,2,3,4,5,6,7,8,9,12,13,14",12,1,0,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),2,CUS807; HTM839,CUS807; HTM839
260,NUS618,LEC,NUS618/S2/Lec*,BSc Hons Health and Wellbeing PT (8341) Y2; BSc Hons Health and Wellbeing PT (8341) Y1; BSc Hons Health and Wellbeing FT (8284) Y3; BSc Hons Health and Wellbeing PT (8341) Y5; BSc Hons Health and Wellbeing PT (8341) Y4; BSc Hons Health and Wellbeing PT (8341) Y3,6,6,20,room_capacity_proxy,Tue,13:15,16:15,180,BA-03-021 (20),general,20,1,0,"2,4,6,12,14",5,1,0,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),2,NUS615; NUS619,NUS619
261,COM763,LEC,COM763/S2/LEC*,MSc Digit Mark Comm and Leads FT (7979) Y1; MSc Digit Mark Comm and Leads PT (7980) Y2,2,7,20,room_capacity_proxy,Wed,10:15,15:15,300,BA-03-021 (20),general,20,1,0,"2,4,6,8,12,14",6,1,1,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),1,CMM744,
262,SOP715,OTH,SOP715/S2/Dissertation Workshop,MSc Social Policy PT (8443) Y3; MSc Social Policy PT (8443) Y2; MSc Social Policy FT (8295) Y1,3,7,20,room_capacity_proxy,Thu,13:15,14:15,60,BA-03-021 (20),general,20,1,0,"2,5,6",3,1,0,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),2,AED703; SOP708,AED703; SOP708; SOP712
263,,LEC,"CELT MSc Construction Management/S2/LEC<3,7>*",,0,?,20,room_capacity_proxy,Thu,13:15,15:15,120,BA-03-021 (20),general,20,1,0,"3,7",2,1,0,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
264,,BK,260216/BK/S Davey,,0,?,20,room_capacity_proxy,Mon,10:15,16:15,360,BA-03-021 (20),general,20,1,0,4,1,0,1,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
265,RAD815,LEC,RAD815/S2/Lec,PG Dip Advancing Practice PT (8641) Y1; PG Cert Advancing Practice PT (8642) Y1,2,8,20,room_capacity_proxy,Mon,09:15,16:15,420,BA-03-021 (20),general,20,1,0,5,1,0,1,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),7,AHP804; OTH803; OTH804; RAD809; RAD810; RAD814; RAD815,OTH803; RAD809; RAD814
266,RAD815,LEC,RAD815/S2/Lec,PG Dip Advancing Practice PT (8641) Y1; PG Cert Advancing Practice PT (8642) Y1,2,8,20,room_capacity_proxy,Tue,09:15,16:15,420,BA-03-021 (20),general,20,1,0,5,1,0,1,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),7,AHP804; OTH803; OTH804; RAD809; RAD810; RAD814; RAD815,OTH803; RAD809; RAD814
267,RAD815,LEC,RAD815/S2/Lec,PG Dip Advancing Practice PT (8641) Y1; PG Cert Advancing Practice PT (8642) Y1,2,8,20,room_capacity_proxy,Wed,09:15,16:15,420,BA-03-021 (20),general,20,1,0,5,1,0,1,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),7,AHP804; OTH803; OTH804; RAD809; RAD810; RAD814; RAD815,OTH803; RAD809; RAD814
268,ENE517,LEC,ENE517/S2/LEC week 5,BEng Hons Architect Engin PT (8326) Y5; BEng Hons Archi Engineering FT (8224) Y4; MEng Hons Archi Engineering FT (7363) Y4; MEng Hons Archi Engineering PT (8605) Y5,4,5,12,room_capacity_proxy,Thu,09:15,12:15,180,BC-03-112 (12),general,12,4,1,"1,2,3,5,6,7,8,9,12,13,14",11,1,0,0,,,62,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-02-037 (12); BA-02-038 (12); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BA-04-025_AHSS(15); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-112 (12); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-121 (14); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BC-LG-208 (12); BC-LG-209 (12); BC-LG-305 (16); BD-00-003 (18); BD-00-003A (18); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-032 (12); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),2,ENE527; ENE530,ENE527; ENE530
269,RAD815,LEC,RAD815/S2/Lec,PG Dip Advancing Practice PT (8641) Y1; PG Cert Advancing Practice PT (8642) Y1,2,8,20,room_capacity_proxy,Fri,09:15,16:15,420,BA-03-021 (20),general,20,1,0,5,1,0,1,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),7,AHP804; OTH803; OTH804; RAD809; RAD810; RAD814; RAD815,OTH803; RAD809; RAD814
270,,BK,260302/BK/M Hammond,,0,?,20,room_capacity_proxy,Mon,13:15,15:15,120,BA-03-021 (20),general,20,1,0,6,1,0,0,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
271,,BK,260304/BK/H Boyd,,0,?,20,room_capacity_proxy,Wed,16:15,19:15,180,BA-03-021 (20),general,20,1,0,6,1,0,0,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
272,SUR348,EXM,SUR348/S2/CM Tut/ Class test*,BSc Hons Qu Sur and Com Mgmt FT (8226) Y2; BSc Hons QSurvandCom Mngt HLA PT (8335) Y3; BSc Hons QuSurandComMgmt 5yr PT (8210) Y3,3,3,20,room_capacity_proxy,Thu,15:15,17:15,120,BA-03-021 (20),general,20,1,0,"6,12",2,0,0,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),4,BEN312; SUR316; SUR323; SUR348,BEN312; SUR316; SUR323
273,,BK,260306/BK/S O'Neill,,0,?,20,room_capacity_proxy,Fri,14:15,17:15,180,BA-03-021 (20),general,20,1,0,6,1,0,0,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
274,,BK,260309/BK/K Frame,,0,?,20,room_capacity_proxy,Mon,13:15,16:15,180,BA-03-021 (20),general,20,1,0,7,1,0,0,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
