class_id_a,module_a,class_id_b,module_b
699,COM117,1106,ARC119
699,COM117,1107,ARC119
699,COM117,728,BEN131
699,COM117,729,BEN131
699,COM117,730,BEN131
699,COM117,1633,BEN134
699,COM117,999,BEN131
699,COM117,1638,COM109
699,COM117,1639,COM109
699,COM117,1765,COM188
699,COM117,1777,COM155
699,COM117,1778,COM155
699,COM117,2034,COM115
699,COM117,1017,BEN131
706,BEN138,1922,COM102
706,BEN138,1923,COM102
706,BEN138,400,BEN139
706,BEN138,790,BEN133
706,BEN138,1304,COM117
706,BEN138,1306,COM109
706,BEN138,1464,BEN141
706,BEN138,1846,BEN131
706,BEN138,695,BEN139
706,BEN138,1091,ARC119
706,BEN138,1476,BEN133
706,BEN138,1098,BEN133
706,BEN138,1354,COM188
706,BEN138,1355,COM102
706,BEN138,1106,ARC119
706,BEN138,1107,ARC119
706,BEN138,728,BEN131
706,BEN138,729,BEN131
706,BEN138,730,BEN131
706,BEN138,217,BEN139
706,BEN138,1633,BEN134
706,BEN138,999,BEN131
706,BEN138,1638,COM109
706,BEN138,1639,COM109
706,BEN138,1765,COM188
706,BEN138,1777,COM155
706,BEN138,1778,COM155
706,BEN138,1017,BEN131
728,BEN131,1922,COM102
728,BEN131,1923,COM102
728,BEN131,400,BEN139
728,BEN131,790,BEN133
728,BEN131,1304,COM117
728,BEN131,1306,COM109
728,BEN131,1464,BEN141
728,BEN131,695,BEN139
728,BEN131,1091,ARC119
728,BEN131,1476,BEN133
728,BEN131,1478,BEN138
728,BEN131,1479,BEN138
728,BEN131,1480,BEN138
728,BEN131,1098,BEN133
728,BEN131,1354,COM188
728,BEN131,1355,COM102
728,BEN131,1485,BEN138
728,BEN131,1106,ARC119
728,BEN131,217,BEN139
728,BEN131,1633,BEN134
728,BEN131,1638,COM109
728,BEN131,1639,COM109
728,BEN131,1765,COM188
728,BEN131,1777,COM155
728,BEN131,1778,COM155
729,BEN131,1922,COM102
729,BEN131,1923,COM102
729,BEN131,400,BEN139
729,BEN131,790,BEN133
729,BEN131,1304,COM117
729,BEN131,1306,COM109
729,BEN131,1464,BEN141
729,BEN131,695,BEN139
729,BEN131,1091,ARC119
729,BEN131,1476,BEN133
729,BEN131,1478,BEN138
729,BEN131,1479,BEN138
729,BEN131,1480,BEN138
729,BEN131,1098,BEN133
729,BEN131,1354,COM188
729,BEN131,1355,COM102
729,BEN131,1485,BEN138
729,BEN131,1106,ARC119
729,BEN131,217,BEN139
729,BEN131,1633,BEN134
729,BEN131,1638,COM109
729,BEN131,1639,COM109
729,BEN131,1765,COM188
729,BEN131,1777,COM155
729,BEN131,1778,COM155
730,BEN131,1922,COM102
730,BEN131,1923,COM102
730,BEN131,400,BEN139
730,BEN131,790,BEN133
730,BEN131,1304,COM117
730,BEN131,1306,COM109
730,BEN131,1464,BEN141
730,BEN131,695,BEN139
730,BEN131,1091,ARC119
730,BEN131,1476,BEN133
730,BEN131,1478,BEN138
730,BEN131,1479,BEN138
730,BEN131,1480,BEN138
730,BEN131,1098,BEN133
730,BEN131,1354,COM188
730,BEN131,1355,COM102
730,BEN131,1485,BEN138
730,BEN131,1106,ARC119
730,BEN131,217,BEN139
730,BEN131,1633,BEN134
730,BEN131,1638,COM109
730,BEN131,1639,COM109
730,BEN131,1765,COM188
730,BEN131,1777,COM155
730,BEN131,1778,COM155
790,BEN133,1922,COM102
790,BEN133,1923,COM102
790,BEN133,1304,COM117
790,BEN133,1306,COM109
790,BEN133,1189,BEN147
790,BEN133,1190,BEN147
790,BEN133,179,BEN147
790,BEN133,180,BEN147
790,BEN133,1464,BEN141
790,BEN133,1846,BEN131
790,BEN133,1091,ARC119
790,BEN133,1478,BEN138
790,BEN133,1479,BEN138
790,BEN133,1480,BEN138
790,BEN133,1354,COM188
790,BEN133,1355,COM102
790,BEN133,1485,BEN138
790,BEN133,1106,ARC119
790,BEN133,1107,ARC119
790,BEN133,1633,BEN134
790,BEN133,999,BEN131
790,BEN133,1638,COM109
790,BEN133,1639,COM109
790,BEN133,1765,COM188
790,BEN133,1777,COM155
790,BEN133,1778,COM155
790,BEN133,1017,BEN131
999,BEN131,1922,COM102
999,BEN131,1923,COM102
999,BEN131,400,BEN139
999,BEN131,1304,COM117
999,BEN131,1306,COM109
999,BEN131,1464,BEN141
999,BEN131,695,BEN139
999,BEN131,1091,ARC119
999,BEN131,1476,BEN133
999,BEN131,1478,BEN138
999,BEN131,1479,BEN138
999,BEN131,1480,BEN138
999,BEN131,1098,BEN133
999,BEN131,1354,COM188
999,BEN131,1355,COM102
999,BEN131,1485,BEN138
999,BEN131,1106,ARC119
999,BEN131,1107,ARC119
999,BEN131,217,BEN139
999,BEN131,1633,BEN134
999,BEN131,1638,COM109
999,BEN131,1639,COM109
999,BEN131,1765,COM188
999,BEN131,1777,COM155
999,BEN131,1778,COM155
1017,BEN131,1922,COM102
1017,BEN131,1923,COM102
1017,BEN131,400,BEN139
1017,BEN131,1304,COM117
1017,BEN131,1306,COM109
1017,BEN131,1464,BEN141
1017,BEN131,695,BEN139
1017,BEN131,1091,ARC119
1017,BEN131,1476,BEN133
1017,BEN131,1478,BEN138
1017,BEN131,1479,BEN138
1017,BEN131,1480,BEN138
1017,BEN131,1098,BEN133
1017,BEN131,1354,COM188
1017,BEN131,1355,COM102
1017,BEN131,1485,BEN138
1017,BEN131,1106,ARC119
1017,BEN131,1107,ARC119
1017,BEN131,217,BEN139
1017,BEN131,1633,BEN134
1017,BEN131,1638,COM109
1017,BEN131,1639,COM109
1017,BEN131,1765,COM188
1017,BEN131,1777,COM155
1017,BEN131,1778,COM155
1091,ARC119,1922,COM102
1091,ARC119,1923,COM102
1091,ARC119,1304,COM117
1091,ARC119,1306,COM109
1091,ARC119,1464,BEN141
1091,ARC119,1846,BEN131
1091,ARC119,1476,BEN133
1091,ARC119,1478,BEN138
1091,ARC119,1479,BEN138
1091,ARC119,1480,BEN138
1091,ARC119,1098,BEN133
1091,ARC119,1354,COM188
1091,ARC119,1355,COM102
1091,ARC119,1485,BEN138
1091,ARC119,1633,BEN134
1091,ARC119,1638,COM109
1091,ARC119,1639,COM109
1091,ARC119,1765,COM188
1091,ARC119,1777,COM155
1091,ARC119,1778,COM155
1098,BEN133,1922,COM102
1098,BEN133,1923,COM102
1098,BEN133,1304,COM117
1098,BEN133,1306,COM109
1098,BEN133,1189,BEN147
1098,BEN133,1190,BEN147
1098,BEN133,179,BEN147
1098,BEN133,180,BEN147
1098,BEN133,1464,BEN141
1098,BEN133,1846,BEN131
1098,BEN133,1478,BEN138
1098,BEN133,1479,BEN138
1098,BEN133,1480,BEN138
1098,BEN133,1354,COM188
1098,BEN133,1355,COM102
1098,BEN133,1485,BEN138
1098,BEN133,1106,ARC119
1098,BEN133,1107,ARC119
1098,BEN133,1633,BEN134
1098,BEN133,1638,COM109
1098,BEN133,1639,COM109
1098,BEN133,1765,COM188
1098,BEN133,1777,COM155
1098,BEN133,1778,COM155
1106,ARC119,1922,COM102
1106,ARC119,1923,COM102
1106,ARC119,1304,COM117
1106,ARC119,1306,COM109
1106,ARC119,1464,BEN141
1106,ARC119,1846,BEN131
1106,ARC119,1476,BEN133
1106,ARC119,1478,BEN138
1106,ARC119,1479,BEN138
1106,ARC119,1480,BEN138
1106,ARC119,1354,COM188
1106,ARC119,1355,COM102
1106,ARC119,1485,BEN138
1106,ARC119,1633,BEN134
1106,ARC119,1638,COM109
1106,ARC119,1639,COM109
1106,ARC119,1765,COM188
1106,ARC119,1777,COM155
1106,ARC119,1778,COM155
1107,ARC119,1922,COM102
1107,ARC119,1923,COM102
1107,ARC119,1304,COM117
1107,ARC119,1306,COM109
1107,ARC119,1464,BEN141
1107,ARC119,1846,BEN131
1107,ARC119,1476,BEN133
1107,ARC119,1478,BEN138
1107,ARC119,1479,BEN138
1107,ARC119,1480,BEN138
1107,ARC119,1354,COM188
1107,ARC119,1355,COM102
1107,ARC119,1485,BEN138
1107,ARC119,1633,BEN134
1107,ARC119,1638,COM109
1107,ARC119,1639,COM109
1107,ARC119,1765,COM188
1107,ARC119,1777,COM155
1107,ARC119,1778,COM155
1304,COM117,1922,COM102
1304,COM117,1923,COM102
1304,COM117,1295,COM115
1304,COM117,1296,COM115
1304,COM117,1300,COM115
1304,COM117,1302,COM115
1304,COM117,1303,COM115
1304,COM117,1306,COM109
1304,COM117,692,COM115
1304,COM117,1464,BEN141
1304,COM117,1846,BEN131
1304,COM117,1476,BEN133
1304,COM117,1478,BEN138
1304,COM117,1479,BEN138
1304,COM117,1480,BEN138
1304,COM117,1354,COM188
1304,COM117,1355,COM102
1304,COM117,1485,BEN138
1304,COM117,1633,BEN134
1304,COM117,1638,COM109
1304,COM117,1639,COM109
1304,COM117,1765,COM188
1304,COM117,1777,COM155
1304,COM117,1778,COM155
1304,COM117,2034,COM115
1306,COM109,1922,COM102
1306,COM109,1923,COM102
1306,COM109,1295,COM115
1306,COM109,1296,COM115
1306,COM109,1300,COM115
1306,COM109,1302,COM115
1306,COM109,1303,COM115
1306,COM109,692,COM115
1306,COM109,1464,BEN141
1306,COM109,1846,BEN131
1306,COM109,1476,BEN133
1306,COM109,1478,BEN138
1306,COM109,1479,BEN138
1306,COM109,1480,BEN138
1306,COM109,1354,COM188
1306,COM109,1355,COM102
1306,COM109,1485,BEN138
1306,COM109,1633,BEN134
1306,COM109,1765,COM188
1306,COM109,1777,COM155
1306,COM109,1778,COM155
1306,COM109,2034,COM115
1354,COM188,1922,COM102
1354,COM188,1923,COM102
1354,COM188,1295,COM115
1354,COM188,1296,COM115
1354,COM188,1300,COM115
1354,COM188,1302,COM115
1354,COM188,1303,COM115
1354,COM188,692,COM115
1354,COM188,1464,BEN141
1354,COM188,1846,BEN131
1354,COM188,1476,BEN133
1354,COM188,1478,BEN138
1354,COM188,1479,BEN138
1354,COM188,1480,BEN138
1354,COM188,1355,COM102
1354,COM188,1485,BEN138
1354,COM188,1633,BEN134
1354,COM188,1638,COM109
1354,COM188,1639,COM109
1354,COM188,1777,COM155
1354,COM188,1778,COM155
1354,COM188,2034,COM115
1355,COM102,1805,FIN105
1355,COM102,1806,FIN105
1355,COM102,940,FIN105
1355,COM102,941,FIN105
1355,COM102,942,FIN105
1355,COM102,1464,BEN141
1355,COM102,1846,BEN131
1355,COM102,1476,BEN133
1355,COM102,1478,BEN138
1355,COM102,1479,BEN138
1355,COM102,1480,BEN138
1355,COM102,1485,BEN138
1355,COM102,851,FIN106
1355,COM102,350,FIN105
1355,COM102,351,FIN105
1355,COM102,352,FIN105
1355,COM102,1633,BEN134
1355,COM102,1638,COM109
1355,COM102,1639,COM109
1355,COM102,1765,COM188
1355,COM102,1777,COM155
1355,COM102,1778,COM155
1464,BEN141,1922,COM102
1464,BEN141,1923,COM102
1464,BEN141,1846,BEN131
1464,BEN141,1476,BEN133
1464,BEN141,1478,BEN138
1464,BEN141,1479,BEN138
1464,BEN141,1480,BEN138
1464,BEN141,1485,BEN138
1464,BEN141,1633,BEN134
1464,BEN141,1638,COM109
1464,BEN141,1639,COM109
1464,BEN141,1765,COM188
1464,BEN141,1777,COM155
1464,BEN141,1778,COM155
1476,BEN133,1922,COM102
1476,BEN133,1923,COM102
1476,BEN133,1189,BEN147
1476,BEN133,179,BEN147
1476,BEN133,1846,BEN131
1476,BEN133,1478,BEN138
1476,BEN133,1479,BEN138
1476,BEN133,1480,BEN138
1476,BEN133,1485,BEN138
1476,BEN133,1633,BEN134
1476,BEN133,1638,COM109
1476,BEN133,1639,COM109
1476,BEN133,1765,COM188
1476,BEN133,1777,COM155
1476,BEN133,1778,COM155
1478,BEN138,1922,COM102
1478,BEN138,1923,COM102
1478,BEN138,400,BEN139
1478,BEN138,1846,BEN131
1478,BEN138,695,BEN139
1478,BEN138,217,BEN139
1478,BEN138,1633,BEN134
1478,BEN138,1638,COM109
1478,BEN138,1639,COM109
1478,BEN138,1765,COM188
1478,BEN138,1777,COM155
1478,BEN138,1778,COM155
1479,BEN138,1922,COM102
1479,BEN138,1923,COM102
1479,BEN138,400,BEN139
1479,BEN138,1846,BEN131
1479,BEN138,695,BEN139
1479,BEN138,217,BEN139
1479,BEN138,1633,BEN134
1479,BEN138,1638,COM109
1479,BEN138,1639,COM109
1479,BEN138,1765,COM188
1479,BEN138,1777,COM155
1479,BEN138,1778,COM155
1480,BEN138,1922,COM102
1480,BEN138,1923,COM102
1480,BEN138,400,BEN139
1480,BEN138,1846,BEN131
1480,BEN138,695,BEN139
1480,BEN138,217,BEN139
1480,BEN138,1633,BEN134
1480,BEN138,1638,COM109
1480,BEN138,1639,COM109
1480,BEN138,1765,COM188
1480,BEN138,1777,COM155
1480,BEN138,1778,COM155
1485,BEN138,1922,COM102
1485,BEN138,1923,COM102
1485,BEN138,400,BEN139
1485,BEN138,1846,BEN131
1485,BEN138,695,BEN139
1485,BEN138,217,BEN139
1485,BEN138,1633,BEN134
1485,BEN138,1638,COM109
1485,BEN138,1639,COM109
1485,BEN138,1765,COM188
1485,BEN138,1777,COM155
1485,BEN138,1778,COM155
1633,BEN134,63,BEN130
1633,BEN134,64,BEN130
1633,BEN134,1119,BEN140
1633,BEN134,1120,BEN140
1633,BEN134,1638,COM109
1633,BEN134,1639,COM109
1633,BEN134,624,BEN130
1633,BEN134,627,BEN140
1633,BEN134,659,BEN140
1633,BEN134,1189,BEN147
1633,BEN134,1190,BEN147
1633,BEN134,179,BEN147
1633,BEN134,180,BEN147
1633,BEN134,1765,COM188
1633,BEN134,1777,COM155
1633,BEN134,1778,COM155
1633,BEN134,757,BEN140
1633,BEN134,1846,BEN131
1633,BEN134,1922,COM102
1633,BEN134,1923,COM102
1633,BEN134,1423,BEN130
1633,BEN134,1465,BEN143
1633,BEN134,463,BEN143
1633,BEN134,464,BEN143
1638,COM109,1922,COM102
1638,COM109,1923,COM102
1638,COM109,1295,COM115
1638,COM109,1296,COM115
1638,COM109,1300,COM115
1638,COM109,1302,COM115
1638,COM109,1303,COM115
1638,COM109,692,COM115
1638,COM109,1846,BEN131
1638,COM109,1765,COM188
1638,COM109,1777,COM155
1638,COM109,1778,COM155
1638,COM109,2034,COM115
1639,COM109,1922,COM102
1639,COM109,1923,COM102
1639,COM109,1295,COM115
1639,COM109,1296,COM115
1639,COM109,1300,COM115
1639,COM109,1302,COM115
1639,COM109,1303,COM115
1639,COM109,692,COM115
1639,COM109,1846,BEN131
1639,COM109,1765,COM188
1639,COM109,1777,COM155
1639,COM109,1778,COM155
1639,COM109,2034,COM115
1765,COM188,1922,COM102
1765,COM188,1923,COM102
1765,COM188,1295,COM115
1765,COM188,1296,COM115
1765,COM188,1300,COM115
1765,COM188,1302,COM115
1765,COM188,1303,COM115
1765,COM188,692,COM115
1765,COM188,1846,BEN131
1765,COM188,1777,COM155
1765,COM188,1778,COM155
1765,COM188,2034,COM115
1777,COM155,1922,COM102
1777,COM155,1923,COM102
1777,COM155,1846,BEN131
1778,COM155,1922,COM102
1778,COM155,1923,COM102
1778,COM155,1846,BEN131
1846,BEN131,1922,COM102
1846,BEN131,1923,COM102
1846,BEN131,400,BEN139
1846,BEN131,695,BEN139
1846,BEN131,217,BEN139
1922,COM102,1805,FIN105
1922,COM102,1806,FIN105
1922,COM102,940,FIN105
1922,COM102,941,FIN105
1922,COM102,942,FIN105
1922,COM102,851,FIN106
1922,COM102,350,FIN105
1922,COM102,351,FIN105
1922,COM102,352,FIN105
1923,COM102,1805,FIN105
1923,COM102,1806,FIN105
1923,COM102,940,FIN105
1923,COM102,941,FIN105
1923,COM102,942,FIN105
1923,COM102,851,FIN106
1923,COM102,350,FIN105
1923,COM102,351,FIN105
1923,COM102,352,FIN105
51,BMG245,1419,BMG212
51,BMG245,60,BMG243
51,BMG245,1838,BMG243
60,BMG243,121,BMG244
60,BMG243,1419,BMG212
60,BMG243,85,BMG245
1838,BMG243,121,BMG244
1838,BMG243,1419,BMG212
1838,BMG243,85,BMG245
85,BMG245,1419,BMG212
52,COM435,640,PPD428
52,COM435,1379,EEE426
52,COM435,675,COM431
52,COM435,1571,EEE426
52,COM435,1576,EEE426
52,COM435,750,EEE426
52,COM435,1363,COM431
52,COM435,1364,COM431
52,COM435,637,PPD428
52,COM435,766,EEE426
637,PPD428,1322,COM435
637,PPD428,675,COM431
637,PPD428,1363,COM431
640,PPD428,1322,COM435
640,PPD428,675,COM431
640,PPD428,1363,COM431
675,COM431,1571,EEE426
675,COM431,1379,EEE426
675,COM431,1576,EEE426
675,COM431,1322,COM435
675,COM431,750,EEE426
1363,COM431,1571,EEE426
1363,COM431,1379,EEE426
1363,COM431,1576,EEE426
1363,COM431,1322,COM435
1363,COM431,750,EEE426
1363,COM431,766,EEE426
1364,COM431,1379,EEE426
1364,COM431,1571,EEE426
1364,COM431,1576,EEE426
1364,COM431,1322,COM435
1364,COM431,750,EEE426
1322,COM435,1379,EEE426
1322,COM435,1571,EEE426
1322,COM435,1576,EEE426
1322,COM435,750,EEE426
1322,COM435,766,EEE426
750,EEE426,1378,EEE416
750,EEE426,1381,EEE416
750,EEE426,1708,BMG403
750,EEE426,145,EEE416
750,EEE426,148,PPD420
750,EEE426,1685,BMG403
766,EEE426,1378,EEE416
766,EEE426,1381,EEE416
766,EEE426,1708,BMG403
766,EEE426,145,EEE416
766,EEE426,148,PPD420
766,EEE426,1685,BMG403
1379,EEE426,1378,EEE416
1379,EEE426,1381,EEE416
1379,EEE426,1708,BMG403
1379,EEE426,145,EEE416
1379,EEE426,148,PPD420
1379,EEE426,1685,BMG403
1571,EEE426,1378,EEE416
1571,EEE426,1381,EEE416
1571,EEE426,1708,BMG403
1571,EEE426,145,EEE416
1571,EEE426,148,PPD420
1571,EEE426,1685,BMG403
1576,EEE426,1378,EEE416
1576,EEE426,1381,EEE416
1576,EEE426,1708,BMG403
1576,EEE426,145,EEE416
1576,EEE426,148,PPD420
1576,EEE426,1685,BMG403
53,FIN103,1155,ECO103
53,FIN103,1156,ECO103
53,FIN103,1805,FIN105
53,FIN103,1806,FIN105
53,FIN103,1559,ECO116
53,FIN103,1687,ACF106
53,FIN103,1574,ECO116
53,FIN103,935,FIN101
53,FIN103,936,ACF106
53,FIN103,1067,ECO116
53,FIN103,1068,ECO116
53,FIN103,940,FIN105
53,FIN103,941,FIN105
53,FIN103,1583,ECO103
53,FIN103,942,FIN105
53,FIN103,704,FIN101
53,FIN103,705,FIN101
53,FIN103,350,FIN105
53,FIN103,351,FIN105
53,FIN103,352,FIN105
53,FIN103,239,ACF106
53,FIN103,252,ECO103
239,ACF106,1155,ECO103
239,ACF106,1156,ECO103
239,ACF106,1927,BMG165
239,ACF106,1678,ECO109
239,ACF106,1680,MKT104
239,ACF106,1559,ECO116
239,ACF106,1944,LAW101
239,ACF106,1574,ECO116
239,ACF106,171,FIN103
239,ACF106,939,FIN103
239,ACF106,1067,ECO116
239,ACF106,1068,ECO116
239,ACF106,1583,ECO103
239,ACF106,54,FIN103
239,ACF106,1989,HTM165
239,ACF106,714,FIN103
239,ACF106,716,BMG165
239,ACF106,338,BMG165
239,ACF106,851,FIN106
239,ACF106,1767,MKT104
239,ACF106,1262,ECO109
239,ACF106,1263,ECO109
239,ACF106,1009,HTM188
239,ACF106,252,ECO103
239,ACF106,639,HTM165
252,ECO103,1574,ECO116
252,ECO103,1927,BMG165
252,ECO103,1767,MKT104
252,ECO103,939,FIN103
252,ECO103,171,FIN103
252,ECO103,1067,ECO116
252,ECO103,716,BMG165
252,ECO103,1680,MKT104
252,ECO103,54,FIN103
252,ECO103,1687,ACF106
936,ACF106,1155,ECO103
936,ACF106,1156,ECO103
936,ACF106,1927,BMG165
936,ACF106,1678,ECO109
936,ACF106,1680,MKT104
936,ACF106,1559,ECO116
936,ACF106,1944,LAW101
936,ACF106,1574,ECO116
936,ACF106,939,FIN103
936,ACF106,171,FIN103
936,ACF106,1067,ECO116
936,ACF106,1068,ECO116
936,ACF106,1583,ECO103
936,ACF106,54,FIN103
936,ACF106,1989,HTM165
936,ACF106,714,FIN103
936,ACF106,716,BMG165
936,ACF106,851,FIN106
936,ACF106,1767,MKT104
936,ACF106,1262,ECO109
936,ACF106,1263,ECO109
936,ACF106,1009,HTM188
936,ACF106,639,HTM165
1067,ECO116,1155,ECO103
1067,ECO116,1156,ECO103
1067,ECO116,1927,BMG165
1067,ECO116,1680,MKT104
1067,ECO116,1687,ACF106
1067,ECO116,170,FIN103
1067,ECO116,171,FIN103
1067,ECO116,939,FIN103
1067,ECO116,1583,ECO103
1067,ECO116,54,FIN103
1067,ECO116,714,FIN103
1067,ECO116,716,BMG165
1067,ECO116,338,BMG165
1067,ECO116,1767,MKT104
1067,ECO116,370,FIN103
1068,ECO116,1155,ECO103
1068,ECO116,1156,ECO103
1068,ECO116,1927,BMG165
1068,ECO116,1767,MKT104
1068,ECO116,170,FIN103
1068,ECO116,171,FIN103
1068,ECO116,714,FIN103
1068,ECO116,939,FIN103
1068,ECO116,716,BMG165
1068,ECO116,1583,ECO103
1068,ECO116,1680,MKT104
1068,ECO116,370,FIN103
1068,ECO116,338,BMG165
1068,ECO116,54,FIN103
1068,ECO116,1687,ACF106
1155,ECO103,1927,BMG165
1155,ECO103,1680,MKT104
1155,ECO103,1559,ECO116
1155,ECO103,1687,ACF106
1155,ECO103,1574,ECO116
1155,ECO103,170,FIN103
1155,ECO103,171,FIN103
1155,ECO103,939,FIN103
1155,ECO103,54,FIN103
1155,ECO103,714,FIN103
1155,ECO103,716,BMG165
1155,ECO103,338,BMG165
1155,ECO103,1767,MKT104
1155,ECO103,370,FIN103
1156,ECO103,1927,BMG165
1156,ECO103,1680,MKT104
1156,ECO103,1559,ECO116
1156,ECO103,1687,ACF106
1156,ECO103,1574,ECO116
1156,ECO103,170,FIN103
1156,ECO103,171,FIN103
1156,ECO103,939,FIN103
1156,ECO103,54,FIN103
1156,ECO103,714,FIN103
1156,ECO103,716,BMG165
1156,ECO103,338,BMG165
1156,ECO103,1767,MKT104
1156,ECO103,370,FIN103
1559,ECO116,1927,BMG165
1559,ECO116,1767,MKT104
1559,ECO116,714,FIN103
1559,ECO116,171,FIN103
1559,ECO116,939,FIN103
1559,ECO116,716,BMG165
1559,ECO116,1583,ECO103
1559,ECO116,1680,MKT104
1559,ECO116,338,BMG165
1559,ECO116,54,FIN103
1559,ECO116,1687,ACF106
1574,ECO116,1927,BMG165
1574,ECO116,1680,MKT104
1574,ECO116,1687,ACF106
1574,ECO116,170,FIN103
1574,ECO116,171,FIN103
1574,ECO116,939,FIN103
1574,ECO116,1583,ECO103
1574,ECO116,54,FIN103
1574,ECO116,714,FIN103
1574,ECO116,716,BMG165
1574,ECO116,338,BMG165
1574,ECO116,1767,MKT104
1574,ECO116,370,FIN103
1583,ECO103,1927,BMG165
1583,ECO103,1680,MKT104
1583,ECO103,1687,ACF106
1583,ECO103,170,FIN103
1583,ECO103,171,FIN103
1583,ECO103,939,FIN103
1583,ECO103,54,FIN103
1583,ECO103,714,FIN103
1583,ECO103,716,BMG165
1583,ECO103,338,BMG165
1583,ECO103,1767,MKT104
1583,ECO103,370,FIN103
1687,ACF106,1927,BMG165
1687,ACF106,1678,ECO109
1687,ACF106,1680,MKT104
1687,ACF106,1944,LAW101
1687,ACF106,171,FIN103
1687,ACF106,939,FIN103
1687,ACF106,54,FIN103
1687,ACF106,1989,HTM165
1687,ACF106,714,FIN103
1687,ACF106,716,BMG165
1687,ACF106,338,BMG165
1687,ACF106,851,FIN106
1687,ACF106,1767,MKT104
1687,ACF106,1262,ECO109
1687,ACF106,1263,ECO109
1687,ACF106,1009,HTM188
1687,ACF106,639,HTM165
54,FIN103,1805,FIN105
54,FIN103,1806,FIN105
54,FIN103,935,FIN101
54,FIN103,940,FIN105
54,FIN103,941,FIN105
54,FIN103,942,FIN105
54,FIN103,704,FIN101
54,FIN103,705,FIN101
54,FIN103,350,FIN105
54,FIN103,351,FIN105
54,FIN103,352,FIN105
170,FIN103,352,FIN105
170,FIN103,705,FIN101
170,FIN103,704,FIN101
170,FIN103,935,FIN101
170,FIN103,940,FIN105
170,FIN103,941,FIN105
170,FIN103,942,FIN105
170,FIN103,1805,FIN105
170,FIN103,1806,FIN105
170,FIN103,350,FIN105
170,FIN103,351,FIN105
171,FIN103,1805,FIN105
171,FIN103,1806,FIN105
171,FIN103,935,FIN101
171,FIN103,940,FIN105
171,FIN103,941,FIN105
171,FIN103,942,FIN105
171,FIN103,704,FIN101
171,FIN103,705,FIN101
171,FIN103,350,FIN105
171,FIN103,351,FIN105
171,FIN103,352,FIN105
714,FIN103,1805,FIN105
714,FIN103,1806,FIN105
714,FIN103,935,FIN101
714,FIN103,940,FIN105
714,FIN103,941,FIN105
714,FIN103,942,FIN105
714,FIN103,704,FIN101
714,FIN103,705,FIN101
714,FIN103,350,FIN105
714,FIN103,351,FIN105
714,FIN103,352,FIN105
939,FIN103,1805,FIN105
939,FIN103,1806,FIN105
939,FIN103,935,FIN101
939,FIN103,940,FIN105
939,FIN103,941,FIN105
939,FIN103,942,FIN105
939,FIN103,704,FIN101
939,FIN103,705,FIN101
939,FIN103,350,FIN105
939,FIN103,351,FIN105
939,FIN103,352,FIN105
370,FIN103,352,FIN105
370,FIN103,705,FIN101
370,FIN103,704,FIN101
370,FIN103,935,FIN101
370,FIN103,940,FIN105
370,FIN103,941,FIN105
370,FIN103,942,FIN105
370,FIN103,1805,FIN105
370,FIN103,1806,FIN105
370,FIN103,350,FIN105
370,FIN103,351,FIN105
350,FIN105,704,FIN101
350,FIN105,705,FIN101
350,FIN105,935,FIN101
350,FIN105,851,FIN106
351,FIN105,704,FIN101
351,FIN105,705,FIN101
351,FIN105,935,FIN101
351,FIN105,851,FIN106
352,FIN105,704,FIN101
352,FIN105,705,FIN101
352,FIN105,935,FIN101
352,FIN105,851,FIN106
704,FIN101,940,FIN105
704,FIN101,941,FIN105
704,FIN101,942,FIN105
704,FIN101,1805,FIN105
704,FIN101,1806,FIN105
705,FIN101,940,FIN105
705,FIN101,941,FIN105
705,FIN101,942,FIN105
705,FIN101,1805,FIN105
705,FIN101,1806,FIN105
935,FIN101,940,FIN105
935,FIN101,941,FIN105
935,FIN101,942,FIN105
935,FIN101,1805,FIN105
935,FIN101,1806,FIN105
940,FIN105,851,FIN106
941,FIN105,851,FIN106
942,FIN105,851,FIN106
1805,FIN105,851,FIN106
1806,FIN105,851,FIN106
627,BEN140,1189,BEN147
627,BEN140,463,BEN143
627,BEN140,464,BEN143
627,BEN140,179,BEN147
627,BEN140,1465,BEN143
659,BEN140,1189,BEN147
659,BEN140,1190,BEN147
659,BEN140,463,BEN143
659,BEN140,464,BEN143
659,BEN140,180,BEN147
659,BEN140,1465,BEN143
757,BEN140,1189,BEN147
757,BEN140,1190,BEN147
757,BEN140,463,BEN143
757,BEN140,464,BEN143
757,BEN140,179,BEN147
757,BEN140,180,BEN147
757,BEN140,1465,BEN143
1119,BEN140,1189,BEN147
1119,BEN140,1190,BEN147
1119,BEN140,463,BEN143
1119,BEN140,464,BEN143
1119,BEN140,179,BEN147
1119,BEN140,180,BEN147
1119,BEN140,1465,BEN143
1120,BEN140,1189,BEN147
1120,BEN140,463,BEN143
1120,BEN140,464,BEN143
1120,BEN140,179,BEN147
1120,BEN140,1465,BEN143
57,ACF749,120,ACF748
57,ACF749,58,ACF751
57,ACF749,774,ACF752
58,ACF751,120,ACF748
58,ACF751,774,ACF752
120,ACF748,774,ACF752
59,PUP510,1256,POL506
59,PUP510,1109,POL506
1109,POL506,129,CMM526
1109,POL506,1686,CMM529
1109,POL506,151,LAW502
1109,POL506,1439,POL520
1109,POL506,1200,CMM533
1109,POL506,1201,CMM533
1109,POL506,828,CMM553
1109,POL506,1086,LAW562
1109,POL506,1856,CMM547
1109,POL506,1857,CMM560
